Anatomical Strucures, Cell Types and Biomarkers Table for *Organ* v2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Diffuse bipolar 3a (DB3a),,,,,,,,,,,,,,,,,,,,,,,,,,,Calbindin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grünert 2020,,expressed in subpopulations of amacrine and bipolar cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Diffuse bipolar 3a (DB3a),,,,,,,,,,,,,,,,,,,,,,,,,,,CaBP,Calcium-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"human (Haverkamp et al., 2003)",,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Diffuse bipolar 3a (DB3a),,,,,,,,,,,,,,,,,,,,,,,,,,,HCN1,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Puthussery et al., 2013)",,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Diffuse bipolar 3a (DB3a),,,,,,,,,,,,,,,,,,,,,,,,,,,Nav1.1,Sodium channel protein type 1 subunit alpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Diffuse bipolar 3b (DB3b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carbohydrate epitope 15 (3-fucosyl-N-acetyl-lactosamine),CD15,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Diffuse bipolar 3b (DB3b),,,,,,,,,,,,,,,,,,,,,,,,,,,HCN1,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Diffuse bipolar 3b (DB3b),,,,,,,,,,,,,,,,,,,,,,,,,,,Cav3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,Diffuse bipolar 4 (DB4),,,,,,,,,,,,,,,,,,,,,,,,,,,PKCα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,Diffuse bipolar 4 (DB4),,,,,,,,,,,,,,,,,,,,,,,,,,,HCN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,Diffuse bipolar 4 (DB4),,,,,,,,,,,,,,,,,,,,,,,,,,,Cav3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,Diffuse bipolar 4 (DB4),,,,,,,,,,,,,,,,,,,,,,,,,,,Nav1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,Diffuse bipolar 4 (DB4),,,,,,,,,,,,,,,,,,,,,,,,,,,protein kinase C-α,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marks rod and DB4 bipolar cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,Diffuse bipolar 6 (DB6),,,,,,,,,,,,,,,,,,,,,,,,,,,CD15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Flat midget bipolar (FMB),,,,,,,,,,,,,,,,,,,,,,,,,,,Recoverin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grunert 2020; Milam et al., 1993; Haverkamp et al., 2003)",,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,OFF Bipolar Cells,OFF-bipolar cell,CL:0000750,Flat midget bipolar (FMB),,,,,,,,,,,,,,,,,,,,,,,,,,,Glt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grunert 2020: human (Haverkamp et al., 2003) macaque (Grünert et al., 1994; Jacoby et al., 2000)",,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,invaginating bipolar (IMB),,,,,,,,,,,,,,,,,,,,,,,,,,,CCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"macaque (Wässle et al., 1994)",,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guanine nucleotide-binding protein β 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuenca 2018,,Also found in Cones,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,ON Bipolar Cells,ON-bipolar cell,CL:0000749,rod bipolar (RB),,,,,,,,,,,,,,,,,,,,,,,,,,,PKCα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSX2 (Visual System Homeobox 2) aka CHX10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0006899307013765#section0040,,Found in nuclei.,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Go-α,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de souza 2016,,labelling ON bipolar cells and rod bipolar cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islet-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de souza 2016,,labelling ON bipolar cells and rod bipolar cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aquaporin-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de souza 2016,,labelling ON bipolar cells and rod bipolar cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,inner nuclear layer of retina,UBERON:0001791,,,,Neuron,,,Bipolar Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recoverin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de souza 2016,,labelling OFF cone bipolar cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Vasculature,retinal vasculature,UBERON:0004864,,,,Choriocapillaris,,,Choriocapillaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLVAP,,,Carbonic anhydrase 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,outer nuclear layer,outer nuclear layer of retina,UBERON:0001789,,,,Neuron,,,photoreceptor,,CL:0000287,Cone,,CL:0000573,,,,"ARR3, GUCA1A",,,RCVRN,,,GNAT2,,,GNGT2,,,"OPN1LW, OPN1SW, OPN1MW",,,PDE6H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,outer nuclear layer,outer nuclear layer of retina,UBERON:0001789,,,,Neuron,,,photoreceptor,,CL:0000287,Cones,,CL:0000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guanine nucleotide-binding protein β 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuenca 2018,,also found in bipolar cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,outer nuclear layer,outer nuclear layer of retina,UBERON:0001789,,,,Neuron,,,photoreceptor,,CL:0000287,Cones,,CL:0000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arrestin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuenca 2018,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,outer nuclear layer,outer nuclear layer of retina,UBERON:0001789,,,,Neuron,,,photoreceptor,,CL:0000287,Cones,,CL:0000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDC (encodes phosducin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,located in the outer and inner segments of the rod cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,outer nuclear layer,outer nuclear layer of retina,UBERON:0001789,,,,Neuron,,,photoreceptor,,CL:0000287,Cones,,CL:0000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cone opsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de souza 2016,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Vasculature,,UBERON:0002203,,,,Endothelial Cell,,,Endothelial Cell,,,,,,,,,CLDN5,,,IGFBP7,,,COL4A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Retinal ganglion cell layer,,,,,,Ganglion cells,,,Ganglion cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBPMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chandra 2019,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Retinal ganglion cell layer,,,,,,Ganglion cells,,,,,,Midget Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Retinal ganglion cell layer,,,,,,Ganglion cells,,,,,,Parasol Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Retinal ganglion cell layer,,,,,,Neuron,,,Ganglion cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general ganglion cell marker,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Retinal ganglion cell layer,,,,,,Neuron,,,Ganglion cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,β tubulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marks large cells,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Retinal ganglion cell layer,,,,,,Neuron,,,Ganglion cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melanopsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marks photo-sensitive melanopsin ganglion cells,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Lens Fibers,,UBERON:0002444,Germinative Zone,,,Fiber cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phakinin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,,,,,,Neuron,,,Horizontal Cell,,,,,,,,,LHX1,,,"ONECUT1, ONECUT2",,,CALB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,,,,,,Neuron,,,Horizontal Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paravalbumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grünert 2020,,present in some amacrine cells as well,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,,,,,,Neuron,,,Horizontal cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALB1 aka calbindin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de Souza 2016,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,epithelial layer,,,,,,Lens epithelial cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadherin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Lens Fibers,,UBERON:0002444,,,,Lens fiber cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AQP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Embryonic nucleus,,UBERON:0000390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Juvenile nucleus,,UBERON:0000390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Fetal nucleus,,UBERON:0000390,,,,,,,Mature Fiber Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,truncated/phosphorylated forms of AQP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forms can be differentiated proteomically, no current antibody",,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Adult nucleus,,UBERON:0000390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Cortex,,UBERON:0000389,Inner cortex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Cortex,,UBERON:0000389,Outer cortex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Lens Fibers,,UBERON:0002444,,,,Lens fiber cells,,,Mature Fiber Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,connexin 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,,,,,,,Neuron,,,Microglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IBA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antibodies against this protein stain macrophage and microglia,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,,,,,,Neuron,,,Müeller glia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cellular retinaldehyde-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuenca 2018,,also found in RPE,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,,,,,,Neuron,,,Muller glia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GFAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunostaining using commercial Sigma anti-GFAP ab in: Deeg et al. 2007 CRALBP is a Highly Prevalent Autoantigen for Human Autoimmune Uveitis,,"Mueller glia cell bodies are in INL, but span retinal layers",,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,,,,,,Neuron,,,Muller glia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RLBP1 aka CRALBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,also found in RPE,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,inner nuclear layer,,,,,,Neuron,,,Muller glia,,,,,,,,,"RLBP1, DKK3, CRYM",,,GLUL,,,APOE,,,CRABP1,,,CLU,,,SLC1A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Vasculature,,UBERON:0002203,,,,Mural Cell,,,Pericyte,,,,,,,,,RGC5,,,MGP,,,KCNJ8,,,MYL9,,,COL4A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peng et. Al. 2019,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Retinal ganglion cell layer,,,,,,Neuron,,,Retinal Ganglion Cell,,,,,,,,,"RBPMS, SNCG",,,"POU4F1, POU4F2, POU4F3",,,THY1,,,SLC17A6,,,NEFL,,,NEFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peng et. Al. 2019,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,outer nuclear layer,,,,,,Neuron,,,Photoreceptor,,CL:0000287,Rods,,CL:0000604,,,,"RHO, NR2E3, GNB1",,,PDC,,,NRL,,,SAG,,,GNAT1,,,GNGT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peng et. Al. 2019,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,outer nuclear layer,,,,,,Neuron,,,Photoreceptor,,CL:0000287,Rods,,CL:0000604,,,,,,,,,,,,,,,,,,,,,,,,,,,,rhodopsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de Souza 2016,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,retinal pigmented epithelium,,,,,,retinal pigmented epithelial cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cellular retinaldehyde-binding protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuenca 2018,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,retinal pigmented epithelium,,,,,,retinal pigmented epithelial cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPE65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Lens,Lens,UBERON:0000965,Cortex,,UBERON:0002444,Outer cortex,,,Fiber cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vimentin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Vasculature,,UBERON:0002203,,,,Vascular Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD31 aka PECAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye,Eye,UBERON:0000970,Retina,Retina,UBERON:0000966,Vasculature,,UBERON:0002203,,,,Vascular Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,